Mean,Std,Skewness,Kurtosis,FFT_Mean,FFT_Std
-0.6169734015978612,0.5880728414724583,1.3608074450100667,0.5339574024217115,10.80047415245021,17.056034627520507
-0.6474526478235291,0.5354412730397557,1.358073093989883,0.7278410437488421,9.553021220571,17.45695732807762
-0.6520259837117648,0.5295018294839525,1.3597772331914557,0.7377542354967539,9.166907733619814,17.656697096483416
-0.6575349533367559,0.5319694384183702,1.4121433261616978,0.8975549839480399,9.318953128201548,17.73315897758377
-0.6540579561960785,0.5331817814720294,1.388527094765758,0.7937700808634829,9.383206024279442,17.647359795052818
-0.659554030525312,0.5317740063706327,1.3991389123638616,0.7905044943193196,9.278742791897015,17.792919676480906
-0.6451167750695187,0.5351791065433256,1.3357000690390985,0.6577018073851164,9.132544729386769,17.628128761924994
-0.6453253838875043,0.5349730483328141,1.3106304870531367,0.5516835013789865,9.42467659896116,17.474469365233354
-0.6414820998155079,0.5394798329761752,1.2949518575642778,0.48407311629410454,9.312246537003455,17.53299050272941
-0.6472909977628882,0.5232893428840028,1.3137833664240837,0.6326157537537278,9.120962396929603,17.477945838571273
-0.6440863860828877,0.5311468786389609,1.3170074836819738,0.5982713972883174,9.14680650579691,17.530912454948346
-0.6588256985023179,0.5383240535182917,1.401834533846292,0.7332302032763169,9.449429781301648,17.79844965028624
-0.6540204039765237,0.5424134105274342,1.3766506649943584,0.6841602969306146,9.594132193006258,17.690940637312792
-0.65387513993155,0.547146332447993,1.3705464048040241,0.6178977705844373,9.545019902966333,17.795946987713616
-0.60943354542139,0.5584908905266585,1.3233252025264426,0.6206253350052631,10.141801827513389,16.747749604671498
-0.6405113214340465,0.5551161943095092,1.3707893535187363,0.6689959347809662,10.131593888835932,17.331419721791242
-0.6535089305529407,0.5371285029017233,1.3943845891771098,0.7802711075711843,9.654351660438055,17.556605807928836
-0.6533916695500892,0.5327214345588838,1.3472177593864993,0.6466857953850522,9.38567547079211,17.6243858655037
-0.6554488359944749,0.5428226165688459,1.4013305587681597,0.7830144992346839,9.36731782798517,17.848489720188244
-0.6455275882814614,0.5546917867489086,1.3424394521129919,0.5598903069278047,9.681380375041087,17.681996956509973
-0.6560999426306596,0.5510546626873795,1.4015207945170336,0.684135502702345,9.595477474327971,17.882193125278278
-0.6541357698017825,0.5623315422431969,1.4270121294733775,0.6794319049001696,9.756908253078889,17.951285697736957
-0.6515058953174695,0.5523196332858226,1.377392491322441,0.616541237859356,9.593868180528428,17.810577734974686
-0.6599997893636327,0.5443858157450767,1.4146662856907257,0.7292304353889452,9.448312495406652,17.926419165588857
-0.6505677689636897,0.5485018596923481,1.3818124658678523,0.6586180846334218,9.521047835425795,17.76416785565353
-0.644122114043494,0.5534818390900276,1.3679286635759254,0.6369432981928931,9.44725962035786,17.758445026264777
-0.6407872102327812,0.5672187312275798,1.3369034728006648,0.40086640181346533,9.769050337023353,17.75982516942171
-0.5702133574809276,0.544994202193076,1.1631291085056075,0.3732609817451147,10.216711178673481,15.64134484596308
-0.6251725356759356,0.5647783578866538,1.3235585769131168,0.48588589064025545,10.430145740906035,17.01230258197608
-0.6374879070641711,0.5524347883932312,1.3273160408899174,0.5112461897674754,10.07006493253,17.256517100695127
-0.5599680982074866,0.5149343312889877,1.1858808724928478,0.3438677179715208,9.2961551147889,15.435165635211572
-0.5287451314519611,0.5270327611109105,1.05837830181766,-0.047471835722183275,9.393722798109048,14.980750192025633
-0.5566764546344032,0.5445351038621455,1.1784254495986988,0.24757162542097744,9.915788358317231,15.55222025621214
-0.6331799134160428,0.541833295753209,1.3442336462934523,0.662928645210596,9.694794147533937,17.19376443710533
-0.6314286027467023,0.5647532005911576,1.3042387153275672,0.3640484016409151,10.209061539258029,17.273555951064857
-0.6451366568639927,0.5572601977205991,1.348383694472301,0.45623703732181964,9.7791842120549,17.665469917806025
-0.6462048363519606,0.5503255294701339,1.3175920508587877,0.37259662225005696,9.53511322107316,17.69880863025886
-0.6512089554618538,0.5452295711891169,1.3315324696035624,0.43958150300964594,9.294764775612157,17.840509913670427
-0.6126891812864523,0.5503930382521461,1.264521101364649,0.4142074931070536,9.757435293230044,16.89172204081367
-0.6293722208493762,0.5382126042689374,1.310179392710875,0.573866281717816,9.63266344373662,17.086123289123677
